epoch,train_loss
1,0.3942180367616507
2,0.3781676934315608
3,0.3603280989023355
4,0.29074732386148894
5,0.21669185963960794
6,0.16827556318961656
7,0.1456933170557022
8,0.122381791472435
9,0.11389484199193808
10,0.102830032316538
11,0.10212725286300366
12,0.09441181415548691
13,0.09538840946669762
14,0.09700544651311177
15,0.09730228380515026
16,0.09137916063460019
17,0.090583480321444
18,0.09110033254210766
19,0.09590956525733838
20,0.09134446113155438
21,0.09354276897815558
22,0.09123823404885255
23,0.08868602978495452
24,0.08747757627413823
25,0.08439911300173172
26,0.08664534986019135
27,0.08139387876368485
28,0.07504423449818905
29,0.07644603315454263
30,0.06681992643727706
31,0.0649057375267148
32,0.061259270359117254
33,0.058065771196897216
34,0.05350224577033749
35,0.05217839190020011
36,0.0515589970880403
37,0.04870028192034134
38,0.05221056687430693
39,0.045189776189195424
40,0.045432169921696186
41,0.04337767579664405
42,0.04181281556017124
43,0.04317819499052488
44,0.037591664550396114
45,0.0387373438033347
46,0.03348833344017084
47,0.03138071019202471
48,0.029137592297047377
49,0.027849886960421618
50,0.024332221812353685
51,0.0222358968682014
52,0.021294350950763777
53,0.01823875162965403
54,0.01908170238423806
55,0.017578952480107546
56,0.015608122787223412
57,0.014352269739342423
58,0.015064796826873835
59,0.014527692137142787
60,0.013013899577065157
61,0.012625403200777678
62,0.013071522385311814
63,0.011698879623928895
64,0.011706313440719476
65,0.011762944820265357
66,0.011269075670637764
67,0.012213994713070301
68,0.01079018611031083
69,0.010769974762717118
70,0.011027592467144132
71,0.010616184570468389
72,0.010569388082680794
73,0.010623053844588308
74,0.010671619487066682
75,0.010157472883852629
76,0.010010697538606249
77,0.01011914897781725
78,0.01012615397429237
79,0.010506053616364416
80,0.009940693405671762
81,0.010046389706146259
82,0.010168285807594657
83,0.00993162957736506
84,0.010547023696395067
85,0.01066533957894605
86,0.009539124914086781
87,0.0095870652092764
88,0.010004332199549446
89,0.0093828115451078
90,0.00911721194951007
91,0.00908965513540002
92,0.009241156817342226
93,0.0091287897219165
94,0.009877380234404253
95,0.00901054021400901
96,0.009515024345511427
97,0.00933922159198958
98,0.008764120732219173
99,0.008456220420507284
100,0.00970261418618835
101,0.009322807622643618
102,0.00875306107963507
103,0.008734549753941022
104,0.00863371855722597
105,0.007977628722213782
106,0.007927251084206196
107,0.007950085860032301
108,0.007581932846313486
109,0.007410597951652912
110,0.007143961874624858
111,0.0071434313162731435
112,0.00709936277081187
113,0.007112963232569969
114,0.007232109013085182
115,0.006568994220847694
116,0.006820119129350552
117,0.0060407453610633426
118,0.0063245764288764736
119,0.006040107208089187
120,0.005619413488043042
121,0.005594466777088551
122,0.00539420703605104
123,0.005093163470379435
124,0.005174687418800134
125,0.005120164786393826
126,0.005209231480526237
127,0.004759449646091805
128,0.004654597186555083
129,0.004585557205315966
130,0.0044850075724892895
131,0.004370705573819578
132,0.004351090702514809
133,0.004272632900840388
134,0.004200173550858521
135,0.004129192845609326
136,0.003981719348722925
137,0.0040789669594512535
138,0.0040641884373214384
139,0.004181877808430447
140,0.003919890705639353
141,0.004088593020032232
142,0.0041738291396401245
143,0.0038427350093395663
144,0.0036726360066005816
145,0.0035967081247900543
146,0.0036675935396208214
147,0.003677749952587944
148,0.003929221519054129
149,0.003652435915472989
150,0.003561182556530604
151,0.0034551028914463064
152,0.0034025093146528187
153,0.0035172186236685286
154,0.0034391673711630013
155,0.003429651403656373
156,0.003613165749881703
157,0.0032765301428018855
158,0.0033163052553740833
159,0.003265208887079587
160,0.0033520522993057966
161,0.003139227019766202
162,0.003320015725106574
163,0.0031848970728998002
164,0.0031706626849392285
165,0.0033011882064434197
166,0.00302354775619908
167,0.003150580683723092
168,0.003161326776115367
169,0.0030566962310471213
170,0.003012077748560562
171,0.0029014580560704837
172,0.003017824716292895
173,0.0029573712336759153
174,0.0029049963923171163
175,0.0028657465456770016
176,0.002920852177059994
177,0.002861538310893453
178,0.0028098461558469213
179,0.0027960771694779396
180,0.002735363238920959
181,0.002831805327262443
182,0.0028602580915993224
183,0.0027474673966375682
184,0.0027292029162009177
185,0.002641125671708813
186,0.0026713387610820625
187,0.0026645168321780288
188,0.002605449829178934
189,0.002516253134952142
190,0.0025529605605138037
191,0.002558784228033171
192,0.0025247756141022993
193,0.0025412486866116524
194,0.002517665046840333
195,0.002626467881222757
196,0.002533810902745105
197,0.002558455936825619
198,0.0024737351699374043
199,0.00240644917357713
200,0.002289542735805019
